Data Analyst Intern,EnglishBhashi,India,https://in.linkedin.com/jobs/view/data-analyst-intern-at-englishbhashi-4371372625,"sql, bigquery, postgresql, mysql, mongodb",2026-02-12,2026-02-12T07:43:55.868Z,entry/intern,true
Big Data Engineer,RiskInsight Consulting Pvt Ltd.,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/big-data-engineer-at-riskinsight-consulting-pvt-ltd-4371292531,"python, scala, sql, spark, hadoop, hive, cassandra",2026-02-11,2026-02-12T07:43:55.868Z,mid/unspecified,false
Data Engineer - S/4 Analytics,Shell,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-s-4-analytics-at-shell-4361918069,"sql, shell",2026-02-11,2026-02-12T07:43:55.868Z,mid/unspecified,false
RAMS Engineer,Siemens,"Aurangabad, Maharashtra, India",https://in.linkedin.com/jobs/view/rams-engineer-at-siemens-4326289934,,2026-02-11,2026-02-12T07:43:55.868Z,mid/unspecified,false
Engineer Testing & Calibration & analysis,TCQA Labs,"Vadodara, Gujarat, India",https://in.linkedin.com/jobs/view/engineer-testing-calibration-analysis-at-tcqa-labs-4363177248,,2026-02-12,2026-02-12T07:43:55.868Z,mid/unspecified,false
Platform Engineer,Milliman,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/platform-engineer-at-milliman-4363290500,"databricks, aws, azure, gcp, terraform, ci/cd",2026-02-11,2026-02-12T07:43:55.868Z,mid/unspecified,false
Project Engineer - Applied,Johnson Controls,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/project-engineer-applied-at-johnson-controls-4350827794,,2026-02-11,2026-02-12T07:43:55.868Z,mid/unspecified,false
Mechanical Engineer,Capgemini,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/mechanical-engineer-at-capgemini-4368638589,,2026-02-11,2026-02-12T07:43:55.868Z,mid/unspecified,false
Junior Engineer,Tenneco,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/junior-engineer-at-tenneco-4371418737,,2026-02-11,2026-02-12T07:43:55.868Z,entry/intern,true
Project Engineer SIS/SI,ABB,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/project-engineer-sis-si-at-abb-4371431394,,2026-02-11,2026-02-12T07:43:55.868Z,mid/unspecified,false
Static Equipment Engineer,Saipem,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/static-equipment-engineer-at-saipem-4371281140,,2026-02-11,2026-02-12T07:43:55.868Z,mid/unspecified,false
Service Engineer (Korba),Liebherr Group,"Navi Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/service-engineer-korba-at-liebherr-group-4371133113,,2026-02-11,2026-02-12T07:43:55.868Z,mid/unspecified,false
Data Engineer (Immediately available only),Bandwidth,"South Delhi, Delhi, India",https://in.linkedin.com/jobs/view/data-engineer-immediately-available-only-at-bandwidth-4371356596,"sql, databricks, synapse, azure, docker, jenkins, ci/cd",2026-02-12,2026-02-12T07:43:55.868Z,mid/unspecified,false
Data Engineer,GoML,India,https://in.linkedin.com/jobs/view/data-engineer-at-goml-4371697597,"sql, databricks, synapse, azure, terraform, github actions, ci/cd",2026-02-12,2026-02-12T07:43:55.868Z,mid/unspecified,false
Azure Data Engineer,Kagool,India,https://in.linkedin.com/jobs/view/azure-data-engineer-at-kagool-4371363736,"python, java, scala, sql, synapse, azure",2026-02-12,2026-02-12T07:43:55.868Z,mid/unspecified,false
"Data Engineer II, , GFS (Global Finance Solution)",Amazon,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-ii-gfs-global-finance-solution-at-amazon-4346627950,"sql, athena, redshift, dynamodb, aws, s3, emr, glue, lambda",2026-02-11,2026-02-12T07:43:55.868Z,mid/unspecified,false
