Data Engineer,Ujjivan Small Finance Bank,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-ujjivan-small-finance-bank-4371755288,"python, sql, pyspark",2026-02-13,2026-02-13T11:05:07.328Z,mid/unspecified,false
Data Analyst,Crisil,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-crisil-4372222740,,2026-02-13,2026-02-13T11:05:07.328Z,mid/unspecified,false
Data Analyst,mCaffeine,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-mcaffeine-4364126113,"python, sql, postgresql, mysql",2026-02-13,2026-02-13T11:05:07.328Z,mid/unspecified,false
Data Analyst (Fulltime with Fortune 500 Company),HARP,"Ghaziabad, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-analyst-fulltime-with-fortune-500-company-at-harp-4363158846,sql,2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
Data Analyst,Electronic Arts (EA),"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-at-electronic-arts-ea-4364112662,"python, sql",2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
Data Engineer II,Mastercard,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-engineer-ii-at-mastercard-4354243887,"python, sql, spark, pyspark, hadoop, hive, databricks, airflow",2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
Data Engineer II,Amazon,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-ii-at-amazon-4365258583,"sql, redshift, aws, s3, emr, glue, lambda",2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
Data Analyst Intern,Tech Notion,India,https://in.linkedin.com/jobs/view/data-analyst-intern-at-tech-notion-4363913932,"python, sql",2026-02-12,2026-02-13T11:05:07.328Z,entry/intern,true
Software Engineer - Python Developer,HPE Aruba Networking,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-python-developer-at-hpe-aruba-networking-4371545104,,2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
"Software Engineer III - Databricks, SQL , Python",JPMorganChase,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-iii-databricks-sql-python-at-jpmorganchase-4371888112,"spark, databricks",2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
Associate Data Scientist - Enterprise & Reporting,Circle K,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/associate-data-scientist-enterprise-reporting-at-circle-k-4362545166,"python, sql, spark, hadoop, presto, kafka, mysql",2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
Azure Data Engineer,BETSOL,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/azure-data-engineer-at-betsol-4371885628,"sql, spark, pyspark, databricks, synapse, azure, ci/cd",2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
"Data Engineer, Ads Finance, Ad Sales Analytics, Amazon Ads Sales Analytics (DIGI)",Amazon,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-ads-finance-ad-sales-analytics-amazon-ads-sales-analytics-digi-at-amazon-4336599738,"sql, redshift, aws, s3, emr, glue, lambda",2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
Data Analyst,Adecco,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-adecco-4371769364,"python, sql",2026-02-13,2026-02-13T11:05:07.328Z,mid/unspecified,false
"Data Engineer II, ShipTech Analytics",Amazon,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-ii-shiptech-analytics-at-amazon-4365312046,"sql, redshift, aws, s3, emr, glue, lambda",2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
Data Engineer - AWS - Databricks - SQL,Crescendo Global,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-aws-databricks-sql-at-crescendo-global-4372105679,"python, sql, shell, spark, databricks, delta lake, redshift, aws, s3, glue, lambda, jenkins",2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
Data Analyst,PREPCA,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-prepca-4371581618,,2026-02-13,2026-02-13T11:05:07.328Z,mid/unspecified,false
Data Engineer,Greenlight,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-greenlight-4372136872,"python, sql, spark, databricks, airflow, dbt, snowflake, aws, s3, lambda, terraform, ci/cd",2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
Software Engineer,Docusign,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-at-docusign-4362623018,"javascript, typescript, mongodb",2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
Data Analyst,TELUS Digital,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-analyst-at-telus-digital-4364412281,,2026-02-13,2026-02-13T11:05:07.328Z,mid/unspecified,false
Software Engineer - Frontend,PayPal,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/software-engineer-frontend-at-paypal-4348410085,javascript,2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
Data engineer,Setoo,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-at-setoo-4371753097,"python, sql, spark, databricks, airflow, dbt, snowflake, redshift, aws, azure, gcp",2026-02-13,2026-02-13T11:05:07.328Z,mid/unspecified,false
Platform Engineer/Cloud Engineer,Team Geek Solutions,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/platform-engineer-cloud-engineer-at-team-geek-solutions-4371734627,azure,2026-02-13,2026-02-13T11:05:07.328Z,mid/unspecified,false
Data Analyst,CareerXperts Consulting,India,https://in.linkedin.com/jobs/view/data-analyst-at-careerxperts-consulting-4364114874,"python, sql",2026-02-13,2026-02-13T11:05:07.328Z,mid/unspecified,false
Platform Engineer III - Data Platform Support [T500-21473],McDonald's Global Office in India,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/platform-engineer-iii-data-platform-support-t500-21473-at-mcdonald-s-global-office-in-india-4355160204,"airflow, aws, gcp, dataflow, terraform, ansible",2026-02-13,2026-02-13T11:05:07.328Z,mid/unspecified,false
Data Engineer II [T500-22455],ADM,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-ii-t500-22455-at-adm-4355043793,"python, sql, pyspark, databricks, azure, dataflow",2026-02-13,2026-02-13T11:05:07.328Z,mid/unspecified,false
Software Engineer - Python,Aviso AI,India,https://in.linkedin.com/jobs/view/software-engineer-python-at-aviso-ai-4363952630,"python, postgres, mongodb",2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
"Data Engineer - PySpark , AWS",CGI,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-pyspark-aws-at-cgi-4372143192,"sql, spark, athena, airflow, aws, s3, emr",2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
Software Engineer,Alteryx,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-at-alteryx-4371514252,"java, sql, ci/cd",2026-02-12,2026-02-13T11:05:07.328Z,mid/unspecified,false
