Data Engineer III (Data Platform),Navi,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-iii-data-platform-at-navi-4372092174,"python, java, spark, trino, kafka, flink",2026-02-14,2026-02-14T14:27:43.364Z,mid/unspecified,false
Database Engineer,hackajob,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/database-engineer-at-hackajob-4372048531,"python, bash, mongodb, aws, azure, gcp, kubernetes, ansible, ci/cd",2026-02-14,2026-02-14T14:27:43.364Z,mid/unspecified,false
Data Analyst,SWITS DIGITAL Private Limited,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-swits-digital-private-limited-4372977737,"python, sql, azure, gcp, ci/cd",2026-02-14,2026-02-14T14:27:43.364Z,mid/unspecified,false
AI Dev Engineer,Experian,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/ai-dev-engineer-at-experian-4372786033,"python, airflow, aws, azure, gcp",2026-02-13,2026-02-14T14:27:43.364Z,mid/unspecified,false
GCP Data Engineer,Capco,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/gcp-data-engineer-at-capco-4336798948,"python, sql, airflow, bigquery, gcp, dataflow",2026-02-14,2026-02-14T14:27:43.364Z,mid/unspecified,false
Downstream Corrossion Engineer (Relocation to Saudi Arabia is required),aramco,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/downstream-corrossion-engineer-relocation-to-saudi-arabia-is-required-at-aramco-4372086275,,2026-02-14,2026-02-14T14:27:43.364Z,mid/unspecified,false
Pipeline Integrity Engineer,MyPetroCareer.com,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/pipeline-integrity-engineer-at-mypetrocareer-com-4364416550,"python, sql",2026-02-13,2026-02-14T14:27:43.364Z,mid/unspecified,false
CI/CD Pipeline Engineer | Automation & Deployment Specialist (Offshore Remote)),REACH Group,India,https://in.linkedin.com/jobs/view/ci-cd-pipeline-engineer-automation-deployment-specialist-offshore-remote-at-reach-group-4372085203,"python, bash, azure, jenkins, github actions, ci/cd",2026-02-14,2026-02-14T14:27:43.364Z,mid/unspecified,false
Engineer - Central NDT,GE Vernova,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/engineer-central-ndt-at-ge-vernova-4342209354,,2026-02-14,2026-02-14T14:27:43.364Z,mid/unspecified,false
Project Engineer - HVAC - West Mogappair - Immediate Joiners,Sanvi Engineering And Business Consulting Solutions,"Ambattur, Tamil Nadu, India",https://in.linkedin.com/jobs/view/project-engineer-hvac-west-mogappair-immediate-joiners-at-sanvi-engineering-and-business-consulting-solutions-4372064043,,2026-02-14,2026-02-14T14:27:43.364Z,mid/unspecified,false
Mechanical Engineer 2,Lam Research,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/mechanical-engineer-2-at-lam-research-4363483792,,2026-02-13,2026-02-14T14:27:43.364Z,mid/unspecified,false
Project Engineer,Cushman & Wakefield,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/project-engineer-at-cushman-wakefield-4336484253,go,2026-02-14,2026-02-14T14:27:43.364Z,mid/unspecified,false
Engineer Workshop Mechanical - HMD-PT ( 82414963 ),Reliance Industries Limited,"Surat, Gujarat, India",https://in.linkedin.com/jobs/view/engineer-workshop-mechanical-hmd-pt-82414963-at-reliance-industries-limited-4363462982,,2026-02-14,2026-02-14T14:27:43.364Z,mid/unspecified,false
Engineer - Mechanical,Eaton,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/engineer-mechanical-at-eaton-4364126849,,2026-02-13,2026-02-14T14:27:43.364Z,mid/unspecified,false
Service Engineer,Dexterous Technologies,"Coimbatore, Tamil Nadu, India",https://in.linkedin.com/jobs/view/service-engineer-at-dexterous-technologies-4371776689,,2026-02-13,2026-02-14T14:27:43.364Z,mid/unspecified,false
"Engineer, Quality",Konecranes,"Jejuri, Maharashtra, India",https://in.linkedin.com/jobs/view/engineer-quality-at-konecranes-4341853078,,2026-02-14,2026-02-14T14:27:43.364Z,mid/unspecified,false
Engineer - Mechanical,Allegion,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/engineer-mechanical-at-allegion-4372735559,,2026-02-13,2026-02-14T14:27:43.364Z,mid/unspecified,false
Territory service engineer,CRI Group,"Devanhalli, Karnataka, India",https://in.linkedin.com/jobs/view/territory-service-engineer-at-cri-group-4372764506,,2026-02-13,2026-02-14T14:27:43.364Z,mid/unspecified,false
Turnaround Work Pack Engineer (Mechanical) – Oil & Gas,Quest Global,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/turnaround-work-pack-engineer-mechanical-%E2%80%93-oil-gas-at-quest-global-4371796875,,2026-02-13,2026-02-14T14:27:43.364Z,mid/unspecified,false
Mechanical Engineer - Tooling Systems (EOAT) Design | Apprentice,Origin,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/mechanical-engineer-tooling-systems-eoat-design-apprentice-at-origin-4373200584,,2026-02-14,2026-02-14T14:27:43.364Z,mid/unspecified,false
AWS Data Engineer- Pyspark with Databricks or Snowflake,ITC Infotech,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/aws-data-engineer-pyspark-with-databricks-or-snowflake-at-itc-infotech-4351084312,"sql, spark, pyspark, delta lake, kafka, snowflake, postgresql, aws, glue, lambda",2026-02-14,2026-02-14T14:27:43.364Z,mid/unspecified,false
Software Engineer - DevOps,FinBox,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-devops-at-finbox-4364504373,"go, hive, docker, kubernetes, terraform, jenkins, ci/cd",2026-02-14,2026-02-14T14:27:43.364Z,mid/unspecified,false
