"Data Engineer – Python, SQL, DBT",Infosys,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-%E2%80%93-python-sql-dbt-at-infosys-4435700982,"python, sql, dbt, snowflake, aws, azure, ci/cd",2026-07-04,2026-07-04T08:56:05.188Z,mid/unspecified,false
Data Engineer II,Phenom,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-ii-at-phenom-4436726850,"python, sql, spark, pyspark, iceberg, airflow, flink, snowflake, emr",2026-07-03,2026-07-04T08:56:05.188Z,mid/unspecified,false
Junior Data Engineer - Python,Electronic Arts (EA),"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/junior-data-engineer-python-at-electronic-arts-ea-4425302195,"python, sql, spark, trino, airflow, kafka, flink, beam, snowflake, redshift, aws, azure, gcp, terraform, ci/cd",2026-07-03,2026-07-04T08:56:05.188Z,entry/intern,true
Data Engineer II,Syneos Health,"Serilingampalli, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-ii-at-syneos-health-4436770705,"sql, pyspark, databricks, azure, ci/cd",2026-07-03,2026-07-04T08:56:05.188Z,mid/unspecified,false
Data Engineer,Sanofi,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-at-sanofi-4436715307,"python, sql, shell, airflow, snowflake, ci/cd",2026-07-03,2026-07-04T08:56:05.188Z,mid/unspecified,false
AWS Data Engineer,Persistent Systems,"Pune City, Maharashtra, India",https://in.linkedin.com/jobs/view/aws-data-engineer-at-persistent-systems-4433187016,"python, sql, spark, databricks, airflow, dbt, kafka, snowflake, aws, azure",2026-07-03,2026-07-04T08:56:05.188Z,mid/unspecified,false
Data Warehouse & Integration Engineer,Warner Music Group,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-warehouse-integration-engineer-at-warner-music-group-4427669808,"bash, shell, dbt, snowflake",2026-07-03,2026-07-04T08:56:05.188Z,mid/unspecified,false
Data Engineering Professional I,Takeda,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineering-professional-i-at-takeda-4433722885,"sql, databricks, mongodb, aws, s3, terraform",2026-07-04,2026-07-04T08:56:05.188Z,mid/unspecified,false
Data Platform Engineer (AI-Enabled),Citi,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-platform-engineer-ai-enabled-at-citi-4435464440,"python, java, scala, sql, shell, spark, hadoop, databricks, airflow, flink, snowflake, redshift, mongodb",2026-07-03,2026-07-04T08:56:05.188Z,mid/unspecified,false
Data Engineer,Flyers Soft,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-engineer-at-flyers-soft-4435448765,"python, sql, pyspark, airflow, bigquery, gcp, dataproc, dataflow",2026-07-03,2026-07-04T08:56:05.188Z,mid/unspecified,false
Data Engineer,Zurich Cover-More,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-at-zurich-cover-more-4436736680,"python, go, sql, snowflake, azure",2026-07-03,2026-07-04T08:56:05.188Z,mid/unspecified,false
Python Data Engineer IRC296587,GlobalLogic,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/python-data-engineer-irc296587-at-globallogic-4435452794,"python, pyspark, snowflake, postgresql",2026-07-03,2026-07-04T08:56:05.188Z,mid/unspecified,false
ETL Data Engineer (DBT),AGAM Technologies,"Coimbatore, Tamil Nadu, India",https://in.linkedin.com/jobs/view/etl-data-engineer-dbt-at-agam-technologies-4433166895,"python, sql, dbt, snowflake",2026-07-03,2026-07-04T08:56:05.188Z,mid/unspecified,false
SDE 2 - Data Platform,slice,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/sde-2-data-platform-at-slice-4436752109,"python, spark, pyspark, trino, delta lake, aws, s3, emr, eks, kubernetes",2026-07-03,2026-07-04T08:56:05.188Z,mid/unspecified,false
Data Engineer,Bentley Systems,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-engineer-at-bentley-systems-4435446876,"sql, dbt, snowflake",2026-07-03,2026-07-04T08:56:05.188Z,mid/unspecified,false
