Title,Company,Location,Link,ListedAt,ScrapedAt,SeniorityHint,IsEntryLevel
Junior Software Developer,ExxonMobil India Careers,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/junior-software-developer-at-exxonmobil-india-careers-4230754809,2025-05-15,2026-02-09T11:36:06.074Z,entry/intern,true
Software Developer - Junior,Halliburton,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-developer-junior-at-halliburton-4368589114,2026-02-04,2026-02-09T11:36:06.074Z,entry/intern,true
