Data Engineer,Citro,"Sydney, New South Wales, Australia",https://au.linkedin.com/jobs/view/data-engineer-at-citro-4415611075,"python, sql, spark, databricks, delta lake, iceberg, airflow, dbt, aws, gcp",2026-05-18,2026-05-18T10:24:47.487Z,mid/unspecified,false
Data Analyst,sugar.fit,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-sugar-fit-4415602065,sql,2026-05-18,2026-05-18T10:24:47.487Z,mid/unspecified,false
"Software Engineer - Spark, scala, Python, SQL, Databricks",NielsenIQ,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/software-engineer-spark-scala-python-sql-databricks-at-nielseniq-4415495195,"python, scala, sql, spark, databricks, postgresql, azure, ci/cd",2026-05-18,2026-05-18T10:24:47.487Z,mid/unspecified,false
"Junior Software Engineer — Remote, Egypt",MixRank,Egypt,https://eg.linkedin.com/jobs/view/junior-software-engineer-%E2%80%94-remote-egypt-at-mixrank-4415454308,"python, typescript, sql, postgresql",2026-05-17,2026-05-18T10:24:47.487Z,entry/intern,true
Data Engineer,Longbridge,"Dallas, TX",https://www.linkedin.com/jobs/view/data-engineer-at-longbridge-4404738547,"sql, spark, hadoop, hive, trino, kafka, flink, docker",2026-05-18,2026-05-18T10:24:47.487Z,mid/unspecified,false
"Data Engineer - I, DAVENGERS(Data Avengers)",Amazon,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-i-davengers-data-avengers-at-amazon-4416036444,"python, scala, sql, spark, hadoop, hive, redshift, aws, emr",2026-05-17,2026-05-18T10:24:47.487Z,mid/unspecified,false
Junior Data Engineer,Public Group,"Kifisiá, Attiki, Greece",https://gr.linkedin.com/jobs/view/junior-data-engineer-at-public-group-4416097650,"python, sql, pyspark, airflow, synapse, azure",2026-05-18,2026-05-18T10:24:47.487Z,entry/intern,true
Developer - Data Analytics,hackajob,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/developer-data-analytics-at-hackajob-4415615549,"sql, azure",2026-05-18,2026-05-18T10:24:47.487Z,mid/unspecified,false
"Junior Software Engineer — Remote, Argentina",MixRank,Argentina,https://ar.linkedin.com/jobs/view/junior-software-engineer-%E2%80%94-remote-argentina-at-mixrank-4415464366,"python, typescript, sql, postgresql",2026-05-17,2026-05-18T10:24:47.487Z,entry/intern,true
Data Engineer,Heyra,"Copenhagen, Capital Region of Denmark, Denmark",https://dk.linkedin.com/jobs/view/data-engineer-at-heyra-4416097165,"python, databricks, snowflake, bigquery",2026-05-18,2026-05-18T10:24:47.487Z,mid/unspecified,false
"Junior Software Engineer — Remote, Colombia",MixRank,Colombia,https://co.linkedin.com/jobs/view/junior-software-engineer-%E2%80%94-remote-colombia-at-mixrank-4415467274,"python, typescript, sql, postgresql",2026-05-17,2026-05-18T10:24:47.487Z,entry/intern,true
Data Analytics & Business Support Specialist,Etihad Engineering,"Abu Dhabi Emirate, United Arab Emirates",https://ae.linkedin.com/jobs/view/data-analytics-business-support-specialist-at-etihad-engineering-4416209275,python,2026-05-18,2026-05-18T10:24:47.487Z,mid/unspecified,false
"Junior Software Engineer — Remote, Brazil",MixRank,Brazil,https://br.linkedin.com/jobs/view/junior-software-engineer-%E2%80%94-remote-brazil-at-mixrank-4415454307,"python, typescript, sql, postgresql",2026-05-17,2026-05-18T10:24:47.487Z,entry/intern,true
"Junior Software Engineer — Remote, Mexico",MixRank,Mexico,https://mx.linkedin.com/jobs/view/junior-software-engineer-%E2%80%94-remote-mexico-at-mixrank-4415448304,"python, typescript, sql, postgresql",2026-05-17,2026-05-18T10:24:47.487Z,entry/intern,true
Data Engineer,Big World IT Solutions,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-engineer-at-big-world-it-solutions-4415463470,"python, java, scala, sql, spark, hadoop, databricks, kafka, flink, bigquery, redshift, postgresql, mysql, mongodb, cassandra, aws, azure, s3, docker, jenkins, ci/cd",2026-05-17,2026-05-18T10:24:47.487Z,mid/unspecified,false
Data Analyst,Tata Electronics,"Mayang, Assam, India",https://in.linkedin.com/jobs/view/data-analyst-at-tata-electronics-4397554886,"python, javascript, sql",2026-05-17,2026-05-18T10:24:47.487Z,mid/unspecified,false
Data Engineer,You.com,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-engineer-at-you-com-4395726142,"python, sql, spark, pyspark, athena, databricks, dbt, kafka, aws, s3, emr, glue",2026-05-17,2026-05-18T10:24:47.487Z,mid/unspecified,false
Data Engineer,KCS iT,"Lisbon, Portugal",https://pt.linkedin.com/jobs/view/data-engineer-at-kcs-it-4415453056,"spark, hadoop, airflow, dbt, snowflake, bigquery, redshift, aws, azure, gcp",2026-05-17,2026-05-18T10:24:47.487Z,mid/unspecified,false
Data Developer,Certus Recruitment Group,"Melbourne, Victoria, Australia",https://au.linkedin.com/jobs/view/data-developer-at-certus-recruitment-group-4414792461,"python, databricks, kafka, aws, azure",2026-05-18,2026-05-18T10:24:47.487Z,mid/unspecified,false
Data Engineer,Platin Gaming Ltd.,Malta,https://mt.linkedin.com/jobs/view/data-engineer-at-platin-gaming-ltd-4415616661,"python, sql, airflow, dbt, kafka, snowflake, bigquery, redshift",2026-05-18,2026-05-18T10:24:47.487Z,mid/unspecified,false
"Junior Software Engineer — Remote, Georgia",MixRank,Georgia,https://ge.linkedin.com/jobs/view/junior-software-engineer-%E2%80%94-remote-georgia-at-mixrank-4415461315,"python, typescript, sql, postgresql",2026-05-17,2026-05-18T10:24:47.487Z,entry/intern,true
Junior Data Analyst,Platin Gaming Ltd.,Malta,https://mt.linkedin.com/jobs/view/junior-data-analyst-at-platin-gaming-ltd-4415497822,sql,2026-05-18,2026-05-18T10:24:47.487Z,entry/intern,true
